HospitalName,ServiceKey,AverageWaitingTime_Speciality_Priority_Institution,MonthPortuguese,Year,NumberOfPeople
"Hospital Cândido de Figueiredo - Tondela (Centro Hospitalar Tondela-Viseu, EPE)",92,23,,2024,0
"Hospital Cândido de Figueiredo - Tondela (Centro Hospitalar Tondela-Viseu, EPE)",92,145,,2024,82
"Hospital Cândido de Figueiredo - Tondela (Centro Hospitalar Tondela-Viseu, EPE)",100,48,,2024,0
"Hospital Cândido de Figueiredo - Tondela (Centro Hospitalar Tondela-Viseu, EPE)",100,119,,2024,5
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",1,65,,2024,1
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",13,44,,2024,0
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",13,281,,2024,499
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",18,81.5,,2024,0
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",19,59,,2024,1
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",19,98,,2024,8
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",21,16,,2024,0
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",21,82,,2024,2
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",23,1,,2024,0
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",23,0,,2024,20
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",23,91,,2024,52
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",101,44,,2024,0
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",101,281,,2024,499
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",128,1,,2024,0
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",128,0,,2024,20
"Hospital Conde de Bertiandos - Ponte de Lima (Unidade Local do Alto Minho, EPE)",128,91,,2024,52
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",2,0,,2024,3
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",16,111,,2024,0
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",16,269,,2024,47
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",17,71,,2024,0
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",17,0,,2024,8
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",17,126,,2024,12
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",18,219,,2024,6
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",19,94,,2024,0
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",19,0,,2024,1
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",54,0,,2024,2
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",92,0,,2024,3
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",99,111,,2024,0
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",99,269,,2024,47
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",100,71,,2024,0
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",100,0,,2024,8
"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)",100,126,,2024,12
Hospital de Braga,1,49,,2024,7
Hospital de Braga,1,0,,2024,66
Hospital de Braga,1,65,,2024,290
Hospital de Braga,2,14,,2024,20
Hospital de Braga,2,35,,2024,58
Hospital de Braga,2,0,,2024,330
Hospital de Braga,2,131,,2024,1633
Hospital de Braga,3,20,,2024,1
Hospital de Braga,3,51,,2024,53
Hospital de Braga,3,0,,2024,152
Hospital de Braga,3,329,,2024,1202
Hospital de Braga,4,53,,2024,1
Hospital de Braga,4,76,,2024,20
Hospital de Braga,4,0,,2024,1343
Hospital de Braga,5,44,,2024,6
Hospital de Braga,5,56,,2024,104
Hospital de Braga,5,0,,2024,248
Hospital de Braga,5,156,,2024,808
Hospital de Braga,6,36,,2024,1
Hospital de Braga,6,0,,2024,48
Hospital de Braga,6,330,,2024,231
Hospital de Braga,6,147,,2024,324
Hospital de Braga,7,75,,2024,2
Hospital de Braga,7,107,,2024,311
Hospital de Braga,7,0,,2024,345
Hospital de Braga,7,231,,2024,2076
Hospital de Braga,8,13,,2024,2
Hospital de Braga,8,22,,2024,5
Hospital de Braga,8,0,,2024,40
Hospital de Braga,9,28,,2024,4
Hospital de Braga,9,63,,2024,104
Hospital de Braga,9,0,,2024,305
Hospital de Braga,9,258,,2024,1098
Hospital de Braga,10,42,,2024,32
Hospital de Braga,10,0,,2024,61
Hospital de Braga,10,132,,2024,786
Hospital de Braga,12,21,,2024,1
Hospital de Braga,12,64,,2024,136
Hospital de Braga,12,0,,2024,225
Hospital de Braga,12,178,,2024,1793
Hospital de Braga,13,10,,2024,2
Hospital de Braga,13,76,,2024,63
Hospital de Braga,13,0,,2024,155
Hospital de Braga,13,265,,2024,2072
Hospital de Braga,14,35,,2024,5
Hospital de Braga,14,0,,2024,202
Hospital de Braga,14,98,,2024,214
Hospital de Braga,14,131,,2024,781
Hospital de Braga,16,38,,2024,0
Hospital de Braga,16,35,,2024,4
Hospital de Braga,16,0,,2024,964
Hospital de Braga,16,109,,2024,3533
Hospital de Braga,17,6,,2024,0
Hospital de Braga,17,75,,2024,38
Hospital de Braga,17,0,,2024,400
Hospital de Braga,17,337,,2024,6198
Hospital de Braga,18,4,,2024,1
Hospital de Braga,18,3,,2024,4
Hospital de Braga,18,0,,2024,146
Hospital de Braga,18,23,,2024,152
Hospital de Braga,19,13,,2024,2
Hospital de Braga,19,50,,2024,30
Hospital de Braga,19,0,,2024,45
Hospital de Braga,19,121,,2024,296
Hospital de Braga,20,28,,2024,1
Hospital de Braga,20,44,,2024,8
Hospital de Braga,20,0,,2024,89
Hospital de Braga,20,105,,2024,570
Hospital de Braga,21,90,,2024,35
Hospital de Braga,21,0,,2024,66
Hospital de Braga,21,114,,2024,338
Hospital de Braga,21,520,,2024,4660
Hospital de Braga,23,53,,2024,10
Hospital de Braga,23,0,,2024,77
Hospital de Braga,23,309,,2024,735
Hospital de Braga,26,14,,2024,2
Hospital de Braga,26,0,,2024,13
Hospital de Braga,26,52,,2024,21
Hospital de Braga,26,274,,2024,167
Hospital de Braga,28,38,,2024,17
Hospital de Braga,28,131,,2024,121
Hospital de Braga,28,0,,2024,364
Hospital de Braga,28,329,,2024,1360
Hospital de Braga,30,18,,2024,1
Hospital de Braga,30,66,,2024,18
Hospital de Braga,30,0,,2024,74
Hospital de Braga,30,58,,2024,484
Hospital de Braga,40,20.5,,2024,2
Hospital de Braga,40,14,,2024,4
Hospital de Braga,40,0,,2024,23
Hospital de Braga,41,4,,2024,0
Hospital de Braga,41,14,,2024,3
Hospital de Braga,41,0,,2024,5
Hospital de Braga,41,42,,2024,42
Hospital de Braga,42,63,,2024,4
Hospital de Braga,42,94,,2024,46
Hospital de Braga,42,0,,2024,170
Hospital de Braga,42,393,,2024,910
Hospital de Braga,44,0,,2024,1
Hospital de Braga,44,22,,2024,18
Hospital de Braga,44,0,,2024,116
Hospital de Braga,44,124,,2024,1440
Hospital de Braga,45,28,,2024,0
Hospital de Braga,45,38,,2024,6
Hospital de Braga,45,0,,2024,23
Hospital de Braga,46,84,,2024,5
Hospital de Braga,46,0,,2024,12
Hospital de Braga,46,155,,2024,60
Hospital de Braga,47,0,,2024,4
Hospital de Braga,48,0,,2024,2
Hospital de Braga,48,33,,2024,3
Hospital de Braga,48,0,,2024,77
Hospital de Braga,48,204,,2024,568
Hospital de Braga,49,19,,2024,32
Hospital de Braga,49,0,,2024,222
Hospital de Braga,49,52,,2024,240
Hospital de Braga,49,45,,2024,292
Hospital de Braga,50,77,,2024,11
Hospital de Braga,50,97,,2024,57
Hospital de Braga,50,0,,2024,62
Hospital de Braga,50,357,,2024,419
Hospital de Braga,55,18,,2024,8
Hospital de Braga,55,31,,2024,12
Hospital de Braga,55,0,,2024,20
Hospital de Braga,55,657,,2024,424
Hospital de Braga,56,59,,2024,13
Hospital de Braga,56,0,,2024,82
Hospital de Braga,56,157,,2024,945
Hospital de Braga,67,0,,2024,12
Hospital de Braga,67,40,,2024,21
Hospital de Braga,67,20,,2024,22
Hospital de Braga,67,65,,2024,52
Hospital de Braga,92,14,,2024,20
Hospital de Braga,92,35,,2024,58
Hospital de Braga,92,0,,2024,330
Hospital de Braga,92,131,,2024,1633
Hospital de Braga,93,18,,2024,8
Hospital de Braga,93,31,,2024,12
Hospital de Braga,93,0,,2024,20
Hospital de Braga,93,657,,2024,424
Hospital de Braga,94,59,,2024,13
Hospital de Braga,94,0,,2024,82
Hospital de Braga,94,157,,2024,945
Hospital de Braga,98,75,,2024,2
Hospital de Braga,98,107,,2024,311
Hospital de Braga,98,0,,2024,345
Hospital de Braga,98,231,,2024,2076
Hospital de Braga,99,38,,2024,0
Hospital de Braga,99,35,,2024,4
Hospital de Braga,99,0,,2024,964
Hospital de Braga,99,109,,2024,3533
Hospital de Braga,100,6,,2024,0
Hospital de Braga,100,75,,2024,38
Hospital de Braga,100,0,,2024,400
Hospital de Braga,100,337,,2024,6198
Hospital de Braga,101,10,,2024,2
Hospital de Braga,101,76,,2024,63
Hospital de Braga,101,0,,2024,155
Hospital de Braga,101,265,,2024,2072
Hospital de Braga,102,28,,2024,4
Hospital de Braga,102,63,,2024,104
Hospital de Braga,102,0,,2024,305
Hospital de Braga,102,258,,2024,1098
Hospital de Braga,103,84,,2024,5
Hospital de Braga,103,0,,2024,12
Hospital de Braga,103,155,,2024,60
Hospital de Braga,105,42,,2024,32
Hospital de Braga,105,0,,2024,61
Hospital de Braga,105,132,,2024,786
Hospital de Braga,106,63,,2024,4
Hospital de Braga,106,94,,2024,46
Hospital de Braga,106,0,,2024,170
Hospital de Braga,106,393,,2024,910
Hospital de Braga,107,21,,2024,1
Hospital de Braga,107,64,,2024,136
Hospital de Braga,107,0,,2024,225
Hospital de Braga,107,178,,2024,1793
Hospital de Braga,108,19,,2024,32
Hospital de Braga,108,0,,2024,222
Hospital de Braga,108,52,,2024,240
Hospital de Braga,108,45,,2024,292
Hospital de Braga,109,0,,2024,12
Hospital de Braga,109,40,,2024,21
Hospital de Braga,109,20,,2024,22
Hospital de Braga,109,65,,2024,52
Hospital de Braga,126,35,,2024,5
Hospital de Braga,126,0,,2024,202
Hospital de Braga,126,98,,2024,214
Hospital de Braga,126,131,,2024,781
Hospital de Braga,127,28,,2024,1
Hospital de Braga,127,44,,2024,8
Hospital de Braga,127,0,,2024,89
Hospital de Braga,127,105,,2024,570
Hospital de Braga,128,53,,2024,10
Hospital de Braga,128,0,,2024,77
Hospital de Braga,128,309,,2024,735
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",1,15,,2024,1
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",1,0,,2024,2
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",1,30,,2024,12
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",2,9,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",2,0,,2024,9
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",2,18,,2024,10
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",2,100,,2024,564
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",7,17,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",7,25,,2024,5
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",7,0,,2024,29
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",7,74,,2024,372
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",13,25,,2024,7
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",13,0,,2024,23
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",13,157,,2024,866
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",14,10,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",14,0,,2024,13
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",14,75,,2024,144
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",16,6,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",16,22,,2024,10
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",16,232,,2024,1294
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",17,28,,2024,3
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",17,36,,2024,4
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",17,0,,2024,83
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",17,162,,2024,1377
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",18,58,,2024,8
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",18,133,,2024,23
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",18,0,,2024,41
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",19,38,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",19,0,,2024,13
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",19,103,,2024,253
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",20,8,,2024,1
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",20,55,,2024,116
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",26,0,,2024,1
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",26,51,,2024,14
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",41,1,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",41,17,,2024,1
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",41,9.5,,2024,3
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",47,28,,2024,1
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",47,0,,2024,2
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",49,21,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",49,17,,2024,4
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",49,0,,2024,38
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",49,30,,2024,188
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",50,0,,2024,2
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",92,9,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",92,0,,2024,9
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",92,18,,2024,10
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",92,100,,2024,564
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",98,17,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",98,25,,2024,5
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",98,0,,2024,29
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",98,74,,2024,372
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",99,6,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",99,22,,2024,10
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",99,232,,2024,1294
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",100,28,,2024,3
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",100,36,,2024,4
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",100,0,,2024,83
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",100,162,,2024,1377
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",101,25,,2024,7
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",101,0,,2024,23
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",101,157,,2024,866
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",108,21,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",108,17,,2024,4
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",108,0,,2024,38
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",108,30,,2024,188
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",126,10,,2024,0
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",126,0,,2024,13
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",126,75,,2024,144
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",127,8,,2024,1
"Hospital de Famalicão (Centro Hospitalar do Médio Ave, EPE)",127,55,,2024,116
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),1,0,,2024,2
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),1,70,,2024,23
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),1,99,,2024,185
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),2,16,,2024,2
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),2,23,,2024,4
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),2,0,,2024,5
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),2,34,,2024,185
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),4,0,,2024,233
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),4,0,,2024,474
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),5,0,,2024,4
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),5,31,,2024,14
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),5,70,,2024,55
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),5,348,,2024,143
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),7,40,,2024,4
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),7,50,,2024,18
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),7,0,,2024,33
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),7,120,,2024,393
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),9,52,,2024,3
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),9,0,,2024,4
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),9,34,,2024,14
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),9,343,,2024,270
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),11,69,,2024,8
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),11,0,,2024,59
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),11,347,,2024,110
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),13,42,,2024,11
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),13,0,,2024,41
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),13,125,,2024,637
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),14,33,,2024,6
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),14,0,,2024,8
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),14,60,,2024,20
Hospital de Portimão (Centro Hospitalar Universitário do Algarve),14,197,,2024,320
